Channel Title,Channel Username,ID,Message,Date,Media Path
ABAY MART ዓባይ ገበያ,@abaymart,7459,🔝🐱🛍⭐🌟🆗,2024-09-26 07:39:13+00:00,
ABAY MART ዓባይ ገበያ,@abaymart,7458,"💥ELECTRIC PHYSIOTHERAPY HEATING PAD
➡️ለእግር፣ለጀርባና ለወገብ ህመም የሚያስወግድ ማሞቂያ ፓድ!
🔴So much comfort and easy to use
🔴3 level of Adjustable heat 
and massager
🔴Easily washable

አድራሻ:
✔️ቁጥር 1:- መገናኛ ሲቲ ሞል 3ኛ ፎቅ
✔️ቁጥር 2:- ፒያሳ ሰባራ ባቡር፤ አናኒያ ቢዝነስ ሴንተር 3ኛ ፎቅ

ስልክ:
📞0980323232
📞 0909858687 መገናኛ branch
📞 0913892969 ፒያሳ branch
📞0945441010 ፒያሳ branch
ለወዳጅ ዘመድዎ ሼር በማድረግ ውለታ ይዋሉላቸው!!!!!
✅ABAY MART : ቤተሰብ ለመሆን
✅ABAY KIDS : የህጻናት እቃዎችን ለማግኘት
✅ABAY MART ፌስቡክ ገጻችን
ትእዛዝ አስተያየትና ጥያቄዎትን ይህን በመጫን👈 ያስቀምጡልን",2024-09-26 07:37:36+00:00,photos\@abaymart_7458.jpg
ABAY MART ዓባይ ገበያ,@abaymart,7457,,2024-09-26 07:36:55+00:00,
ABAY MART ዓባይ ገበያ,@abaymart,7456,"💥KIDS TALK BACK VIBRATING TOY
🔴የህፃናት ሚነጥርና ቫይብሬት ሚያደርግ አሻንጉሊት!
🔴ሲያወሩ ያሉትን የሚደግም የህፃናት አዝናኝ መጫወቻ!
አድራሻ:
✔️ቁጥር 1:- መገናኛ ሲቲ ሞል 3ኛ ፎቅ
✔️ቁጥር 2:- ፒያሳ ሰባራ ባቡር፤ አናኒያ ቢዝነስ ሴንተር 3ኛ ፎቅ

ስልክ:
📞0980323232
📞 0909858687 መገናኛ branch
📞 0913892969 ፒያሳ branch
📞0945441010 ፒያሳ branch
ለወዳጅ ዘመድዎ ሼር በማድረግ ውለታ ይዋሉላቸው!!!!!
✅ABAY MART : ቤተሰብ ለመሆን
✅ABAY KIDS : የህጻናት እቃዎችን ለማግኘት
✅ABAY MART ፌስቡክ ገጻችን
ትእዛዝ አስተያየትና ጥያቄዎትን ይህን በመጫን👈 ያስቀምጡልን",2024-09-26 07:36:32+00:00,photos\@abaymart_7456.jpg
ABAY MART ዓባይ ገበያ,@abaymart,7455,⚡️✨🌟👑📱🧳,2024-09-25 10:29:19+00:00,
ABAY MART ዓባይ ገበያ,@abaymart,7454,"💥BABY DIAPER BAG AND FOLDABLE BED
🔴የህፃናት ዕቃ መያዣና ተጣጣፊ ማስተኛ ቦርሳ!

➡️100% brand new and high quality

🔴Easy to carry
🔴Maximum comfort

🔴Front feeding bottle position,
constant temperature

🔤aluminum foil material 
🔤long-term insulation, 
refusing cold milk

✔️hanging buckle, convenient 
and durable.
✔️concealed and safe, 

Specification:
🔴Material: Nylon
🔴Color:Green,purpple,gray
🔴Size:.32 x 14 x 41cm / 12.59 x 5.51 x 16.14in

የመረጡትን እቃ ይዘዙ፤ ያሉበት እናደርሳለን!!

አድራሻ:
✔️ቁጥር 1:- መገናኛ ሲቲ ሞል 3ኛ ፎቅ
✔️ቁጥር 2:- ፒያሳ ሰባራ ባቡር፤ አናኒያ ቢዝነስ ሴንተር 3ኛ ፎቅ

ስልክ:
📞0980323232
📞 0909858687 መገናኛ branch
📞 0913892969 ፒያሳ branch
📞0945441010 ፒያሳ branch
ለወዳጅ ዘመድዎ ሼር በማድረግ ውለታ ይዋሉላቸው!!!!!
✅ABAY MART : ቤተሰብ ለመሆን
✅ABAY KIDS : የህጻናት እቃዎችን ለማግኘት
✅ABAY MART ፌስቡክ ገጻችን
ትእዛዝ አስተያየትና ጥያቄዎትን ይህን በመጫን👈 ያስቀምጡልን",2024-09-25 10:28:33+00:00,photos\@abaymart_7454.jpg
ABAY MART ዓባይ ገበያ,@abaymart,7453,,2024-09-25 10:18:47+00:00,
ABAY MART ዓባይ ገበያ,@abaymart,7452,"💥3 IN 1 LUNCH BOX WITH BAG
➡️3 በ 1 ባለ ቦርሳ ምሳቃ!
➡️የማያቀዘቅዝ ተጠቅሞ ለማፅዳት ምቹ!
➡️ከእራሱ ጋር ማንኪያ አብሮት ያለው የምሳቃ ቦርሳ!
➡️2ቱ 420ml አንዱ 620ml መጠን ያላቸው

🔴3Pcs Insulated Lunch Box Set ‘ This Lunch Box Set Includes Different Sized Containers (2Pcs 420Ml And 1Pcs 620Ml ),

They Are Also Very Easy To Clean.
🔴Premium Material ‘ Insulated Lunch Box Made Of High Quality 304 Stainless Steel(Internal) And Pp(External),

🔴Hidden Handle, Sealed Silicone Ring, Sealed Breathable Valve Design,

🔴This Set Of Food Containers Are Sturdy And Durable. Keep Your Food Fresh For A Long Time.

የመረጡትን እቃ ይዘዙ፤ ያሉበት እናደርሳለን!!

አድራሻ:
✔️ቁጥር 1:- መገናኛ ከአደባባይ ወደ ደራርቱ ሲሄዱ ሲቲ ሞል 3ኛ ፎቅ
✔️ቁጥር 2:- ፒያሳ ሰባራ ባቡር፤ አናኒያ ቢዝነስ ሴንተር 3ኛ ፎቅ
ስልክ:
🔻 0980323232
🔻 0909858687 መገናኛ branch
🔻 0913892969 ፒያሳ branch
🔻0945441010 ፒያሳ branch
ለወዳጅ ዘመድዎ ሼር በማድረግ ውለታ ይዋሉላቸው!!!!!
ABAY MART : ቤተሰብ ለመሆን
ABAY KIDS : የህጻናት እቃዎችን ለማግኘት
ABAY MART ፌስቡክ ገጻችን
ትእዛዝ አስተያየትና ጥያቄዎትን ይህን በመጫን👈 ያስቀምጡልን",2024-09-25 10:15:38+00:00,photos\@abaymart_7452.jpg
ABAY MART ዓባይ ገበያ,@abaymart,7451,,2024-09-25 10:15:27+00:00,
ABAY MART ዓባይ ገበያ,@abaymart,7450,"💥Mastela Baby Swing 3 in1Deluxe Bassinet

➡️ 5 የቀበቶ ማስተካከያ እና 5 የውዝዋዜ(እሽሩሩ) አይነቶች ያሉበት
🔤ምቾትና ልስላሴ ካላቸው safety materials የተዘጋጀ 
🔤ከዝንብ፡ከቢንቢ መከላከያ net ያለው
🔤3 timer settings. 15,20,45 minutes.
🔴15 ሙዚቃዎች(melodies) with volume control.
🔴በUSB Flash ወይም በBluethooth ከሰልክ ጋር በማገናኘት የፈለጉትን ሙዚቃ (ድምፅ)ማጫወት ይችላሉ.
🔴ከአደጉ በኋላም እንደወንበር የሚጠቀሙበት
🔴ለወላጆች የበለጠ ምቾት ሲባል remot control ያለው
🔴ከ6 ወር እስክ 3 አመት ልጅ የሚሆን
🔴 USB Cable, save money on batteries
አድራሻ:
✔️ቁጥር 1:- መገናኛ ሲቲ ሞል 3ኛ ፎቅ
✔️ቁጥር 2:- ፒያሳ ሰባራ ባቡር፤ አናኒያ ቢዝነስ ሴንተር 3ኛ ፎቅ

ስልክ:
📞0980323232
📞 0909858687 መገናኛ branch
📞 0913892969 ፒያሳ branch
📞0945441010 ፒያሳ branch
ለወዳጅ ዘመድዎ ሼር በማድረግ ውለታ ይዋሉላቸው!!!!!
✅ABAY MART : ቤተሰብ ለመሆን
✅ABAY KIDS : የህጻናት እቃዎችን ለማግኘት
✅ABAY MART ፌስቡክ ገጻችን
ትእዛዝ አስተያየትና ጥያቄዎትን ይህን በመጫን👈 ያስቀምጡልን",2024-09-25 10:07:02+00:00,photos\@abaymart_7450.jpg
ABAY MART ዓባይ ገበያ,@abaymart,7449,"🔴➡️NEW ARRIVAL 💥

ይምጡና ይጎብኙን! ተደስተው ይመለሳሉ!

ባሉበት ሆነው ቢያዙንም ያሉበት እናደርሳለን!

አድራሻ:
✔️ቁጥር 1:- መገናኛ ሲቲ ሞል 3ኛ ፎቅ
✔️ቁጥር 2:-ፒያሳ ሰባራ ባቡር አናንያ ቢዝነስ ሴንተር 3ኛ ፎቅ
ስልክ:
🔻0980323232
🔻 0909858687
🔻0913892969


ለዳጅ ዘመድዎ ሼር በማድረግ ውለታ ይዋሉላቸው!!!!!

🔤ABAY MART : ቤተሰብ ለመሆን
🔤ABAY KIDS : የህጻናት እቃዎችን ለማግኘት
🔤ABAY MART : የፌስቡክ ገጻችን

ትእዛዝ አስተያየትና ጥያቄዎትን ይህን በመጫን 👈 ያስቀምጡልን",2024-09-25 05:01:30+00:00,photos\@abaymart_7449.jpg
ABAY MART ዓባይ ገበያ,@abaymart,7448,🔝🆒🛍🔵🕹️😚,2024-09-24 16:25:56+00:00,
ABAY MART ዓባይ ገበያ,@abaymart,7447,"💥Magnetic Car Phone Holder
🔴ለሁሉም አይነት smart phone የሚሆን ማግኔታዊ የስልክ ማስቀመጫ

🔤Newest Powerful Magnet Mount
🔤Portable Mini Metal Car Phone Holder
🔤 Car Holder for iPhone, Samsung, Huawei, Sony, Moto GPS device, etc. (Black)

ዋጋ፦✔️950 ብር


የመረጡትን ዕቃ ይዘዙ፤ያሉበት እናደርሳለን!!
አድራሻ:
✔️ቁጥር 1:- መገናኛ ሲቲ ሞል 3ኛ ፎቅ
✔️ቁጥር 2:- ፒያሳ ሰባራ ባቡር፤ አናኒያ ቢዝነስ ሴንተር 3ኛ ፎቅ
ስልክ:
🔻 0980323232
🔻 0909858687 መገናኛ branch
🔻 0913892969 ፒያሳ branch
🔻 0945441010 ፒያሳ branch

ለወዳጅ
ለወዳጅ ዘመድዎ ሼር በማድረግ ውለታ ይዋሉላቸው!!!
Abay mart:ቤተሰብ ለመሆን
Abay kids:የህፃናት ዕቃዎችን ለማግኘት
Abay mart:ፌስቡክ ገፆችን
ትዕዛዝ አስተያየትና ጥያቄዎችን ይህን በመጫን👈ያስቀምጡልን!",2024-09-24 16:21:32+00:00,photos\@abaymart_7447.jpg
ABAY MART ዓባይ ገበያ,@abaymart,7446,,2024-09-24 16:21:22+00:00,
ABAY MART ዓባይ ገበያ,@abaymart,7445,"🔴NEW ARRIVAL!!!
✔️በ አየር የሚሞላ የመኪና ፍራሽ

✅
(የራሱ ኤለክትሪክ ፓምፕ፣ ሁለት ትራስ፣ አንድ መድገፊያና መለጥፊያ ፕላስተር ያለው )
የመረጡትን እቃ ይዘዙ፤ ያሉበት እናደርሳለን!!

አድራሻ:
✔️ቁጥር 1:- መገናኛ ሲቲ ሞል 3ኛ ፎቅ
✔️ቁጥር 2:- ፒያሳ ሰባራ ባቡር፤ አናኒያ ቢዝነስ ሴንተር 3ኛ ፎቅ
ስልክ:
🔻0980323232
🔻0909858687 መገናኛ branch
🔻0913892969 ፒያሳ branch
🔻0945441010 ፒያሳ branch
⚡️ለወዳጅ ዘመድዎ ሼር በማድረግ ውለታ ይዋሉላቸው!!!!!
ABAY MART : ቤተሰብ ለመሆን
ABAY KIDS : የህጻናት እቃዎችን ለማግኘት
ABAY MART ፌስቡክ ገጻችን
ትእዛዝ አስተያየትና ጥያቄዎትን ይህን በመጫን👈 ያስቀምጡልን",2024-09-24 16:19:24+00:00,photos\@abaymart_7445.jpg
ABAY MART ዓባይ ገበያ,@abaymart,7444,⭐⭐️😄🙂✨,2024-09-24 09:25:01+00:00,
ABAY MART ዓባይ ገበያ,@abaymart,7443,"💥 HIGH PRESSURE WATER GUN HEAD SUIT
➡️ የውሃ መርጪያ
🔤 በሀይለኛው ውሃ ይረጫል
🔤 በቀላሉ የውሃ ቱቦ ላይ የሚገጠም
🔤 የተለያየ አይነት አረጫጭ ያለው
🔤 ለመኪና እጥበት ተመራጭ
🔤አትክልት ለማጠጣት እና ወለል ለማጠብ የሚመረጥ

        ዋጋ:-  1000 ብር ብቻ✔️
📞 ደዉለዉ ይዘዙን ያሉበት ድረስ እናመጣለን 
                                                                                                                                                        አድራሻ:
✔️ቁጥር 1:- መገናኛ  ሲቲ ሞል 3ኛ ፎቅ
✔️ቁጥር 2:- ፒያሳ ሰባራ ባቡር፤ አናኒያ ቢዝነስ ሴንተር 3ኛ ፎቅ

ስልክ:
🔻 0980323232ፒያሳ branch
🔻 0909858687 መገናኛ branch
🔻 0913892969 መገናኛ branch
🔻 0945441010 ፒያሳ branch


⚡️ለወዳጅ ዘመድዎ ሼር በማድረግ ውለታ ይዋሉላቸው!!!!!
ABAY MART : ቤተሰብ ለመሆን
ABAY KIDS : የህጻናት እቃዎችን ለማግኘት
ABAY MART : የፌስቡክ ገጻችን

ትእዛዝ አስተያየትና ጥያቄዎትን ይህን በመጫን👈 ያስቀምጡልን",2024-09-24 09:25:01+00:00,photos\@abaymart_7443.jpg
ABAY MART ዓባይ ገበያ,@abaymart,7442,"😄Double Sided carpet Tape

➡️መታጠቢያ ቤት ፣ መኝታ ቤት እንዲሁም ሌሎች ቦታዎች ላይ በመለጠፍ  የተለያዩ ወለል ምንጣፍ የሚይዝልን  
🔤1 ሚሊሜትር ውፍረት ያለው
🔤ውሃ የማያበላሸው 
🔤ደግመን ደጋግመን የምንጠቀመው 
🔤የተለጠፈበት ቦታ ላይ ምንም ምንልክት የማይተው 
➡️ግድግዳ ላይ ጠረጴዛ ላይ እንዲሁም ሌሎች ቦታዎች ላይ የሚለጠፍ 
🔴Thickness: 1mm
🔴Width: 30mm, 5mm
🔴Length: 2m/3m
🔴Material: Nano PU Gel
🔴Features: 
1.Strong and high viscosity, 
2.Transparent and non-marking, 
3.Washable and reusable, 
4.Easy to be  removable

ዋጋ:- 5meter/ 600 ብር ብቻ!✔️
📞 ደዉለዉ ይዘዙን ያሉበት ድረስ እናመጣለን 
                                                                                                                                                        አድራሻ:
✔️ቁጥር 1:- መገናኛ  ሲቲ ሞል 3ኛ ፎቅ
✔️ቁጥር 2:- ፒያሳ ሰባራ ባቡር፤ አናኒያ ቢዝነስ ሴንተር 3ኛ ፎቅ

ስልክ:
🔻 0980323232ፒያሳ branch
🔻 0909858687 መገናኛ branch
🔻 0913892969 መገናኛ branch
🔻 0945441010 ፒያሳ branch


⚡️ለወዳጅ ዘመድዎ ሼር በማድረግ ውለታ ይዋሉላቸው!!!!!
ABAY MART : ቤተሰብ ለመሆን
ABAY KIDS : የህጻናት እቃዎችን ለማግኘት
ABAY MART : የፌስቡክ ገጻችን

ትእዛዝ አስተያየትና ጥያቄዎትን ይህን በመጫን👈 ያስቀምጡልን",2024-09-24 09:24:25+00:00,photos\@abaymart_7442.jpg
ABAY MART ዓባይ ገበያ,@abaymart,7441,🌟🔘🕹️✔️😄🥲,2024-09-24 04:52:35+00:00,
ABAY MART ዓባይ ገበያ,@abaymart,7440,"💥Xiaomi smart cameraC300

➡️ ለቤት እና ለንግድ ቦታ የሚያገለግል     
     ሴኩሪቲ ካሜራ
🔤ህፃናት ሲያለቅሱ ለቤተሰብ የሚያሳውቅ
🔤 በቀላሉ ከስልኮ ጋር በማገናኘት 
🔤የፈለጉት ቦታ ሆነው መመልከት የሚያስችሎ
🔤በምሽት ለመቅረፅ የሚያስችል Night Vision ሴንሰሮች የተገጠሙለት
🔤ሚሞሪ ካርድ መቀበል ስለሚችል የቀረፀውን ቪዲዮ ማስቀመጥ ይችላል
🔤በስልኮ ካሜራውን 360 ዲግሪ እያሽከረከሩ የሚፈልጉትን እይታ ማግኘት ይችላሉ
🔴storage: up to 32 GB
🔴compatible with:android 4.4 & iOS 9.0 and above
🔴3 megapixel
🔴Fullcolour in low light
🔴2k ultra -clear HD
📞 ደዉለዉ ይዘዙን ያሉበት ድረስ እናመጣለን 
                                                                                                                                                        አድራሻ:
✔️ቁጥር 1:- መገናኛ  ሲቲ ሞል 3ኛ ፎቅ
✔️ቁጥር 2:- ፒያሳ ሰባራ ባቡር፤ አናኒያ ቢዝነስ ሴንተር 3ኛ ፎቅ

ስልክ:
🔻 0980323232ፒያሳ branch
🔻 0909858687 መገናኛ branch
🔻 0913892969 መገናኛ branch
🔻 0945441010 ፒያሳ branch


⚡️ለወዳጅ ዘመድዎ ሼር በማድረግ ውለታ ይዋሉላቸው!!!!!
ABAY MART : ቤተሰብ ለመሆን
ABAY KIDS : የህጻናት እቃዎችን ለማግኘት
ABAY MART : የፌስቡክ ገጻችን

ትእዛዝ አስተያየትና ጥያቄዎትን ይህን በመጫን👈 ያስቀምጡልን",2024-09-24 04:52:35+00:00,photos\@abaymart_7440.jpg
ABAY MART ዓባይ ገበያ,@abaymart,7439,😄⭐️✔️🆒🌚👍,2024-09-24 04:52:14+00:00,
ABAY MART ዓባይ ገበያ,@abaymart,7438,"💥ELECTRIC BAKHOOR BURNER

➡️በቻርጅ 
የሚሰራ የዕጣን ማጨሻ!

🔤በኬብል ቻርጅ የሚደረግ
🔤አነስተኛ መጠን ያለው
🔤ሳሎን ፣ መኝታ ቤት፣ ቢሮ እና የተለያዩ ቦታዎች መጠቀም የምንችለው

🔴USB charging for easy recharge
🔴Quick aroma dispersal
🔴Includes a travel pouch for easy carrying
🔴Compact device allows for convenient use
🔴Relax and rejuvenate yourself with your choice of essential bakhoor
🔴Ideal for home office spa hotel restaurant hair salon restroom use
🔴Made from top-grade materials to ensure durability
🔴Placing incense in the inside of the chamber and heating the incense with the electric heating coil
🔴Perfect Gift Choice
🔴High Quality Material

⚡️ባሉበት ሆነው ቢያዙንም ያሉበት እናደርሳለን!

አድራሻ:
✔️ቁጥር 1:- መገናኛ ሲቲ ሞል 3ኛ ፎቅ
✔️ቁጥር 2:- ፒያሳ ሰባራ ባቡር፤ አናኒያ ቢዝነስ ሴንተር 3ኛ ፎቅ
ስልክ:
🔻 0980323232
🔻 0909858687 መገናኛ branch
🔻0913892969 ፒያሳ branch
🔻 0945441010 ፒያሳ branch


ለወዳጅ ዘመድዎ ሼር በማድረግ ውለታ ይዋሉላቸው!!!!!

ABAY MART : ቤተሰብ ለመሆን
ABAY KIDS : የህጻናት እቃዎችን ለማግኘት
ABAY MART : የፌስቡክ ገጻችን

ትእዛዝ አስተያየትና ጥያቄዎትን ይህን በመጫን 👈 ያስቀምጡልን",2024-09-24 04:52:14+00:00,photos\@abaymart_7438.jpg
ABAY MART ዓባይ ገበያ,@abaymart,7437,⚡️📞🔘🧱🛡⚙️,2024-09-24 04:51:04+00:00,
